[08-Apr-2025 17:49:23 UTC] PHP Parse error:  syntax error, unexpected variable "$response" in C:\xampp\htdocs\wordpress1\wp-content\plugins\reetech-group\account.php on line 454
[09-Apr-2025 09:06:09 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:15 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:15 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:15 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:16 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:16 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:16 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:21 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:21 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:21 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:26 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:26 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:26 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:31 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:31 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:37 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:37 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:37 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:41 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:42 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:42 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:47 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:47 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:47 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:52 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:53 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:53 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:57 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:06:57 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:06:57 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:07:03 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
[09-Apr-2025 09:07:03 UTC] PHP Deprecated:  Required parameter $width follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:07:03 UTC] PHP Deprecated:  Required parameter $height follows optional parameter $attach_id in C:\xampp\htdocs\wordpress1\wp-content\themes\nanosoft\inc\functions-helpers.php on line 371
[09-Apr-2025 09:07:04 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>breadcrumb-navxt</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in C:\xampp\htdocs\wordpress1\wp-includes\functions.php on line 6114
